Title,Authors,Journal,Year,Published,E-published,Volume,Issue,Pages,DOI,PMID,Labels,Qualifiers,IUID,URL,DOI URL,PubMed URL
A novel cytosolic NADH:quinone oxidoreductase fromMethanothermobacter marburgensis,"Ullmann E, Tan TC, Gundinger T, Herwig C, Divne C, Spadiut O",Biosci. Rep.,2014,2014-12-23,2014-12-23,34,6,893-904,10.1042/bsr20140143,,Protein Science Facility (PSF),Service,4dabff135e184711b304b4446e2d8a4f,https://publications.scilifelab.se/publication/4dabff135e184711b304b4446e2d8a4f,https://doi.org/10.1042/bsr20140143,
Inhibitory Activity of the Isoflavone Biochanin A on Intracellular Bacteria of Genus Chlamydia and Initial Development of a Buccal Formulation,"Hanski L, Genina N, Uvell H, Malinovskaja K, Gylfe Å, Laaksonen T, Kolakovic R, Mäkilä E, Salonen J, Hirvonen J, Elofsson M, Sandler N, Vuorela PM",PLoS ONE,2014,2014-12-16,2014-12-16,9,12,e115115,10.1371/journal.pone.0115115,,Chemical Biology Consortium Sweden (CBCS),Collaborative,b537906b33924312836f60fddbf88c28,https://publications.scilifelab.se/publication/b537906b33924312836f60fddbf88c28,https://doi.org/10.1371/journal.pone.0115115,
Exploration and Pharmacokinetic Profiling of Phenylalanine Based Carbamates as Novel Substance P 1–7 Analogues,"Fransson R, Nordvall G, Bylund J, Carlsson-Jonsson A, Kratz JM, Svensson R, Artursson P, Hallberg M, Sandström A",ACS Med Chem Lett,2014,2014-12-11,2014-12-11,5,12,1272-1277,10.1021/ml5002954,,Chemical Biology Consortium Sweden (CBCS),Collaborative,f219b8ba9c774978a91abe62e1bd379b,https://publications.scilifelab.se/publication/f219b8ba9c774978a91abe62e1bd379b,https://doi.org/10.1021/ml5002954,
Inhibition of tumor cell proliferation and motility by fibroblasts is both contact and soluble factor dependent.,"Alkasalias T, Flaberg E, Kashuba V, Alexeyenko A, Pavlova T, Savchenko A, Szekely L, Klein G, Guven H",Proc. Natl. Acad. Sci. U.S.A.,2014,2014-12-02,2014-11-19,111,48,17188-17193,10.1073/pnas.1419554111,25404301,Bioinformatics Support and Infrastructure,,9f6f40b4f94f4367ab6a011bb905a4eb,https://publications.scilifelab.se/publication/9f6f40b4f94f4367ab6a011bb905a4eb,https://doi.org/10.1073/pnas.1419554111,https://www.ncbi.nlm.nih.gov/pubmed/25404301
Vinylated linear P2 pyrimidinyloxyphenylglycine based inhibitors of the HCV NS3/4A protease and corresponding macrocycles.,"Lampa A, Alogheli H, Ehrenberg AE, Åkerblom E, Svensson R, Artursson P, Danielson UH, Karlén A, Sandström A",Bioorg. Med. Chem.,2014,2014-12-01,2014-12-03,22,23,6595-6615,10.1016/j.bmc.2014.10.010,25456385,Chemical Biology Consortium Sweden (CBCS),Collaborative,2932dd4094624af090cc607dab6a05f7,https://publications.scilifelab.se/publication/2932dd4094624af090cc607dab6a05f7,https://doi.org/10.1016/j.bmc.2014.10.010,https://www.ncbi.nlm.nih.gov/pubmed/25456385
Both Lewis and secretor status mediate susceptibility to rotavirus infections in a rotavirus genotype-dependent manner.,"Nordgren J, Sharma S, Bucardo F, Nasir W, Günaydın G, Ouermi D, Nitiema LW, Becker-Dreps S, Simpore J, Hammarström L, Larson G, Svensson L",Clin. Infect. Dis.,2014,2014-12-01,2014-08-07,59,11,1567-1573,10.1093/cid/ciu633,25097083,Mutation Analysis Facility (MAF),,b218275a64d448cdbc636e6643df2514,https://publications.scilifelab.se/publication/b218275a64d448cdbc636e6643df2514,https://doi.org/10.1093/cid/ciu633,https://www.ncbi.nlm.nih.gov/pubmed/25097083
TGFβ receptor 1: an immune susceptibility gene in HPV-associated cancer.,"Levovitz C, Chen D, Ivansson E, Gyllensten U, Finnigan JP, Alshawish S, Zhang W, Schadt EE, Posner MR, Genden EM, Boffetta P, Sikora AG",Cancer Res.,2014,2014-12-01,2014-10-03,74,23,6833-6844,10.1158/0008-5472.CAN-14-0602-T,25273091,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,b5ea040b3d034c66863f98cb53ea1952,https://publications.scilifelab.se/publication/b5ea040b3d034c66863f98cb53ea1952,https://doi.org/10.1158/0008-5472.CAN-14-0602-T,https://www.ncbi.nlm.nih.gov/pubmed/25273091
An outbreak of respiratory tularemia caused by diverse clones of Francisella tularensis.,"Johansson A, Lärkeryd A, Widerström M, Mörtberg S, Myrtännäs K, Ohrman C, Birdsell D, Keim P, Wagner DM, Forsman M, Larsson P",Clin. Infect. Dis.,2014,2014-12-01,2014-08-07,59,11,1546-1553,10.1093/cid/ciu621,25097081,NGI Uppsala (SNP&SEQ Technology Platform),,fb4e576ee4d34a23abcc8b8a173dcbe8,https://publications.scilifelab.se/publication/fb4e576ee4d34a23abcc8b8a173dcbe8,https://doi.org/10.1093/cid/ciu621,https://www.ncbi.nlm.nih.gov/pubmed/25097081
Inhibition of Insulin-Regulated Aminopeptidase (IRAP) by Arylsulfonamides.,"Borhade SR, Rosenström U, Sävmarker J, Lundbäck T, Jenmalm-Jensen A, Sigmundsson K, Axelsson H, Svensson F, Konda V, Sköld C, Larhed M, Hallberg M",ChemistryOpen,2014,2014-12-00,2014-11-21,3,6,256-263,10.1002/open.201402027,25558444,"Chemical Biology Consortium Sweden (CBCS), Drug Discovery and Development (DDD)","Collaborative, Collaborative",10856bb7243741c2bf949eb4273cd86d,https://publications.scilifelab.se/publication/10856bb7243741c2bf949eb4273cd86d,https://doi.org/10.1002/open.201402027,https://www.ncbi.nlm.nih.gov/pubmed/25558444
Donor or recipient origin of posttransplant lymphoproliferative disorders following solid organ transplantation.,"Kinch A, Cavelier L, Bengtsson M, Baecklund E, Enblad G, Backlin C, Thunberg U, Sundström C, Pauksens K",Am. J. Transplant.,2014,2014-12-00,2014-10-14,14,12,2838-2845,10.1111/ajt.12990,25307322,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,261ac269091849aea4d38ec3b5f86b13,https://publications.scilifelab.se/publication/261ac269091849aea4d38ec3b5f86b13,https://doi.org/10.1111/ajt.12990,https://www.ncbi.nlm.nih.gov/pubmed/25307322
